"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5321","0","110.4","35.3","0.4","137","0.0"
"","Haryana","6589","0","123.9","66.6","0.9","170","0.0"
"","Rajasthan","11117","0","210.5","71.9","1.3","320","0.2"
"","Delhi","3743","0","63.8","47.5","-1.3","162","0.0"
"","UP","15015","0","300.4","102.4","-0.6","424","0.0"
"","Uttarakhand","2029","0","36.5","28.7","0.0","127","0.0"
"","HP","1473","0","26.9","22.4","0.8","203","0.0"
"","J&K","2206","552","45.6","41.1","0.6","191","10.8"
"","Chandigarh","181","0","3.3","3.0","0.3","34","0.0"
"WR","Chhattisgarh","3444","0","73.6","12.4","-2.6","89","0.0"
"","Gujarat","13624","0","292.8","121.9","3.5","368","0.0"
"","MP","11414","0","212.8","114.4","-2.0","247","0.0"
"","Maharashtra","21190","0","432.5","132.5","1.9","313","0.0"
"","Goa","465","0","9.6","8.6","0.3","55","0.0"
"","DD","322","0","7.0","6.7","0.2","59","0.0"
"","DNH","771","0","17.9","16.8","1.1","84","0.0"
"","Essar steel","489","0","9.6","9.1","0.5","150","0.0"
"SR","Andhra Pradesh","8350","0","166.7","58.3","-0.1","339","0.2"
"","Telangana","9249","0","183.8","77.6","0.0","432","0.2"
"","Karnataka","9947","0","213.8","95.4","-1.2","476","0.3"
"","Kerala","3642","0","69.6","57.3","1.5","201","0.1"
"","Tamil Nadu","14185","0","291.6","168.2","1.4","414","0.4"
"","Pondy","332","0","6.7","7.3","-0.5","25","0.0"
"ER","Bihar","3923","0","68.2","63.2","-1.3","50","0.0"
"","DVC","3118","0","67.7","-38.7","-1.3","150","0.0"
"","Jharkhand","1115","0","23.9","14.3","-0.7","50","0.0"
"","Odisha","4309","0","77.8","26.0","1.1","350","0.0"
"","West Bengal","6769","0","118.1","24.5","1.8","210","0.0"
"","Sikkim","101","0","1.6","1.5","0.1","20","0.0"
"NER","Arunachal Pradesh","113","7","2.4","2.0","0.4","44","0.0"
"","Assam","1402","20","23.5","20.0","0.8","104","0.4"
"","Manipur","178","3","2.5","2.8","-0.3","17","0.0"
"","Meghalaya","314","3","5.6","4.2","-0.2","38","0.0"
"","Mizoram","90","2","1.7","1.1","-0.3","24","0.0"
"","Nagaland","110","2","2.1","2.0","-0.1","40","0.0"
"","Tripura","224","0","3.7","2.2","0.1","43","0.0"
