"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","1.9","0.1","83.2","16.7"
"SR GRID","0.0","0.0","0.8","7.4","0.8","95.2","4.0"
