"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","199.9","-195.6","108.6","-110.6","-2.2","0.1"
"Actual(MU)","203.8","-192.3","114.5","-121.2","-1.8","3.0"
"O/D/U/D(MU)","3.9","3.3","5.9","-10.6","0.4","2.9"
