"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","40150","37102","32797","15993","2034","128076"
"Peak Shortage (MW)","1499","116","500","300","281","2696"
"Energy Met (MU)","945","822","750","354","36","2907"
"Hydro Gen(MU)","242","44","47","65","18","416"
"Wind Gen(MU)","11","31","79","----------","----------","121"
