"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6333","0","112.1","89.4","-5.4","235"
"","Haryana","6688","30","150.1","58.1","3.3","375"
"","Rajasthan","7821","0","170.8","74.9","-10.2","31"
"","Delhi","4461","0","96.8","69.8","-3.4","88"
"","UP","10592","2000","237.4","115.1","-1.9","280"
"","Uttarakhand","1477","225","30.8","11.4","1.8","266"
"","HP","1028","0","17.4","1.1","-1.8","112"
"","J&K","1485","100","29.2","15.7","-0.2","307"
"","Chandigarh","226","0","4.2","5.2","-1.0","9"
"WR","Chhattisgarh","2814","10","66.5","17.5","-2.9","80"
"","Gujarat","12089","12","268.4","71.4","1.2","368"
"","MP","6993","0","147.3","75.6","-1.7","136"
"","Maharashtra","15291","55","322.6","98.1","-3.0","475"
"","Goa","375","0","7.7","7.3","-0.1","35"
"","DD","266","0","6.3","6.3","0.0","22"
"","DNH","650","0","14.5","15.2","-0.8","38"
"","Essar steel","299","0","6.1","6.2","-0.1","51"
"SR","Andhra Pradesh","10639","0","243.5","65.2","-1.0","509"
"","Karnataka","6451","300","124.6","13.5","-0.2","217"
"","Kerala","2574","0","48.4","15.3","-0.2","337"
"","Tamil Nadu","11339","187","237.5","78.4","0.6","423"
"","Pondy","306","0","6.1","6.6","-0.5","18"
"ER","Bihar","1930","0","41.1","38.5","2.5","180"
"","DVC","2636","80","56.8","-28.8","1.6","270"
"","Jharkhand","1052","0","19.7","14.0","-1.4","120"
"","Odisha","3604","0","72.6","15.0","1.3","220"
"","West Bengal","6638","30","127.2","30.4","9.4","450"
"","Sikkim","79","0","1.1","1.0","0.1","21"
"NER","Arunachal Pradesh","92","3","1.4","1.5","-0.1","66"
"","Assam","1171","142","22.9","14.5","2.9","282"
"","Manipur","114","1","1.3","1.9","-0.6","18"
"","Meghalaya","244","15","4.9","0.9","0.7","84"
"","Mizoram","57","6","0.9","1.1","-0.4","4"
"","Nagaland","92","3","1.7","1.4","0.0","29"
"","Tripura","198","27","3.9","1.1","1.1","74"
