"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","2.95","14.20","17.15","70.54","12.30"
"SR GRID","0.00","0.00","2.95","14.20","17.15","70.54","B. Frequency Profile (%)12.30"
