"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","36018","40020","31563","15308","1999","124908"
"Peak Shortage (MW)","1664","458","2126","100","224","4572"
"Energy Met (MU)","769","993","715","309","37","2822"
"Hydro Gen(MU)","109","54","82","29","9","283"
"Wind Gen(MU)","2","9","6","----------","----------","16"
