"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.051","0.00","0.20","13.04","13.24","71.71","15.05"
"SR GRID","0.051","0.00","0.20","13.04","13.24","71.71","15.05"
