"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","46529","37672","32204","17534","2180","136119"
"Peak Shortage (MW)","2784","196","1000","100","271","4351"
"Energy Met (MU)","1101","928","783","376","40","3228"
"Hydro Gen(MU)","330","40","68","88","28","554"
"Wind Gen(MU)","13","32","84","----------","----------","129"
