"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","42879","45047","41017","18643","2371","149957"
"Peak Shortage (MW)","981","55","-215","0","58","879"
"Energy Met (MU)","926","1054","907","361","41","3290"
"Hydro Gen(MU)","94","27","54","31","9","215"
"Wind Gen(MU)","1","22","9","----------","----------","32"
"Solar Gen (MU)*","5.72","17.68","42.03","0.77","0.01","66"
"Energy Shortage (MU)","19.1","0.0","0.0","0.0","0.5","19.6"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","46086","48453","40412","18637","2486","154828"
