"","NR","WR","SR","ER","NER","Total"
"Thermal (Coal & Lignite)","571","1186","563","445","9","2775"
"Hydro","94","26","54","31","9","214"
"Nuclear","25","24","69","0","0","117"
"Gas, Naptha & Diesel","21","47","18","0","24","110"
"RES (Wind, Solar, Biomass & Others)","34","40","96","2","0","171"
"Total","746","1322","800","478","42","3387"
