"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4897","0","105.6","45.7","0.7","222"
"","Haryana","6963","0","124.0","58.7","0.1","175"
"","Rajasthan","9662","0","212.8","61.4","2.5","265"
"","Delhi","3426","0","66.7","54.8","-2.2","91"
"","UP","11495","650","243.6","106.2","-4.3","217"
"","Uttarakhand","1705","0","33.4","19.7","2.2","239"
"","HP","1257","0","24.6","16.5","0.5","86"
"","J&K","1884","471","37.1","27.8","0.9","589"
"","Chandigarh","190","0","3.5","3.8","0.3","26"
"WR","Chhattisgarh","3508","96","81.8","32.0","1.9","275"
"","Gujarat","13909","0","306.7","65.3","-1.4","452"
"","MP","9760","0","222.3","115.5","-1.9","267"
"","Maharashtra","20338","378","447.7","142.9","-1.2","512"
"","Goa","404","0","8.9","7.4","1.1","61"
"","DD","307","0","6.8","6.2","0.6","42"
"","DNH","716","0","16.7","16.6","0.0","43"
"","Essar steel","328","0","4.3","4.2","0.1","118"
"SR","Andhra Pradesh","6885","0","151.4","15.9","2.6","552"
"","Telangana","6400","0","146.4","98.9","1.0","297"
"","Karnataka","7052","1000","162.4","28.1","3.3","487"
"","Kerala","3372","0","64.0","42.2","3.6","410"
"","Tamil Nadu","13055","0","286.7","135.2","6.8","457"
"","Pondy","325","0","6.7","6.5","0.3","35"
"ER","Bihar","3096","0","58.5","58.3","0.2","325"
"","DVC","2354","0","55.6","-19.3","-0.6","245"
"","Jharkhand","907","0","21.8","10.5","-0.7","105"
"","Odisha","3392","0","64.5","15.0","1.0","185"
"","West Bengal","6625","0","126.0","34.1","-2.4","245"
"","Sikkim","71","0","1.1","0.9","0.2","21"
"NER","Arunachal Pradesh","108","2","1.9","1.9","0.1","27"
"","Assam","1220","68","18.7","14.5","-1.6","156"
"","Manipur","140","3","2.4","2.3","0.1","36"
"","Meghalaya","287","2","4.6","2.9","-0.8","28"
"","Mizoram","72","2","1.3","1.3","-0.1","14"
"","Nagaland","109","3","1.9","1.7","0.1","25"
"","Tripura","214","1","4.0","1.7","0.3","13"
