"","NR","WR","SR","ER","NER"
"Schedule(MU)","102.8","-63.9","39.1","-89.5","6.1"
"Actual(MU)","104.1","-64.8","38.6","-84.8","6.3"
"O/D/U/D(MU)","1.3","-0.9","-0.5","4.7","0.2"
