"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4883","0","91.6","41.8","0.3","142"
"","Haryana","6111","0","114.3","49.5","-1.3","196"
"","Rajasthan","9835","0","201.0","64.0","3.2","553"
"","Delhi","3728","0","62.5","46.5","-2.2","218"
"","UP","9897","2160","225.2","93.3","-0.6","171"
"","Uttarakhand","1776","75","27.8","26.0","1.1","224"
"","HP","1365","0","25.2","20.7","0.8","142"
"","J&K","2138","377","40.7","36.7","0.1","224"
"","Chandigarh","215","0","3.8","3.9","0.3","8"
"WR","Chhattisgarh","3125","96","70.2","19.3","1.4","374"
"","Gujarat","12934","0","268.8","62.4","-1.0","638"
"","MP","8450","0","160.9","82.1","-0.4","693"
"","Maharashtra","18333","88","372.2","112.1","1.1","577"
"","Goa","411","0","8.0","7.5","-0.2","64"
"","DD","267","0","5.9","6.1","-0.2","11"
"","DNH","654","0","15.0","15.4","-0.4","20"
"","Essar steel","284","0","5.9","7.1","-1.2","90"
"SR","Andhra Pradesh","6156","0","137.4","20.0","-0.9","379"
"","Telangana","6295","135","131.5","74.1","4.3","440"
"","Karnataka","8990","400","185.9","33.0","2.2","242"
"","Kerala","3393","25","62.0","45.6","2.0","291"
"","Tamil Nadu","11837","963","254.5","90.6","-1.5","337"
"","Pondy","305","0","6.1","6.0","0.2","38"
"ER","Bihar","2903","0","57.4","52.1","0.5","280"
"","DVC","2368","0","55.1","-9.7","0.5","210"
"","Jharkhand","1024","0","22.5","9.8","-0.4","120"
"","Odisha","3481","0","63.7","19.3","1.0","190"
"","West Bengal","6049","0","101.7","16.5","1.4","220"
"","Sikkim","103","0","1.3","1.1","0.2","35"
"NER","Arunachal Pradesh","110","1","1.8","1.3","0.5","38"
"","Assam","1179","84","20.6","13.9","2.0","145"
"","Manipur","125","1","2.0","2.2","-0.2","38"
"","Meghalaya","323","1","5.4","5.3","-1.0","55"
"","Mizoram","86","4","1.2","1.0","0.2","31"
"","Nagaland","114","2","2.3","1.5","0.7","33"
"","Tripura","194","2","2.5","0.5","-0.1","40"
