"","NR","WR","SR","ER","NER"
"Schedule(MU)","122.9","-114.8","44.7","-62.7","9.6"
"Actual(MU)","118.7","-115.1","44.1","-61.7","11.6"
"O/D/U/D(MU)","-4.2","-0.3","-0.6","1.0","2.0"
