"Share of RES in total generation (%)","6.27","5.00","12.46","0.24","0.07","6.44"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","42.82","11.93","26.13","24.55","50.98","25.31"
