"Share of RES in total generation (%)","7.99","3.21","17.32","0.18","0.09","7.05"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","27.89","6.09","29.78","8.21","18.29","16.90"
