"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","47561","53653","43538","20536","2501","167789"
"Peak Shortage (MW)","1987","82","0","427","111","2607"
"Energy Met (MU)","1093","1272","976","442","44","3827"
"Hydro Gen (MU)","200","45","120","83","17","466"
"Wind Gen (MU)","7","13","34","----------","----------","54"
"Solar Gen (MU)*","19.32","20.1","59.48","0.59","0.03","100"
"Energy Shortage (MU)","20.6","8.0","0.0","1.3","1.2","31.1"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","49475","56697","43642","20698","2488","170636"
"","18:46","11:03","18:48","18:53","18:18","18:48"
