"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","685","1207","590","421","5","2909"
"Hydro","200","45","120","83","17","466"
"Nuclear","18","12","34","0","0","64"
"Gas, Naptha & Diesel","70","90","24","0","29","213"
"RES (Wind, Solar, Biomass & Others)","44","34","136","1","0","214"
"Total","1017","1389","904","504","51","3866"
