"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7926","0","181.2","93.5","-0.1","170","0.0"
"","Haryana","6833","0","139.5","93.0","2.6","249","0.0"
"","Rajasthan","9486","0","205.8","76.6","4.9","489","2.7"
"","Delhi","4491","0","86.7","65.3","-1.1","125","0.0"
"","UP","17202","0","367.4","156.9","-0.4","239","0.0"
"","Uttarakhand","1616","0","35.6","8.6","-0.6","37","0.0"
"","HP","1186","0","22.9","3.9","-0.5","34","0.0"
"","J&K","2054","513","42.9","27.5","1.4","327","10.1"
"","Chandigarh","209","0","4.3","5.1","-0.8","0","0.0"
"WR","Chhattisgarh","3417","0","82.3","28.9","-1.0","100","0.0"
"","Gujarat","14819","0","329.3","78.8","2.8","445","0.0"
"","MP","7859","0","177.1","106.6","-0.2","353","0.0"
"","Maharashtra","16409","0","367.5","118.6","0.9","445","0.0"
"","Goa","410","0","8.5","7.9","0.4","85","0.0"
"","DD","272","0","4.6","4.0","0.6","62","0.0"
"","DNH","712","0","14.3","13.7","0.6","64","0.0"
"","Essar steel","343","0","6.6","6.3","0.4","196","0.0"
"SR","Andhra Pradesh","6395","0","140.3","50.1","3.6","574","0.0"
"","Telangana","6679","0","144.9","51.6","-0.4","469","0.0"
"","Karnataka","5770","0","115.2","36.4","1.3","406","0.0"
"","Kerala","3241","0","62.9","38.7","1.6","310","0.0"
"","Tamil Nadu","12319","0","255.9","113.2","4.0","584","0.0"
"","Pondy","335","0","6.9","7.2","-0.3","29","0.0"
"ER","Bihar","4221","0","81.5","75.7","-1.1","441","0.0"
"","DVC","2596","0","56.6","-14.0","-1.2","268","0.0"
"","Jharkhand","957","0","21.2","15.4","-1.1","36","0.0"
"","Odisha","4203","0","83.6","35.5","2.9","448","0.0"
"","West Bengal","6425","0","118.6","20.7","2.8","306","0.0"
"","Sikkim","67","0","0.8","1.3","-0.5","40","0.0"
"NER","Arunachal Pradesh","119","3","2.1","3.4","-1.3","3","0.1"
"","Assam","1220","177","20.8","17.9","-2.4","164","2.2"
"","Manipur","141","4","2.2","2.7","-0.5","38","0.1"
"","Meghalaya","239","0","5.2","0.0","-0.1","69","0.0"
"","Mizoram","73","3","1.3","1.5","-0.3","12","0.0"
"","Nagaland","101","5","1.9","2.1","-0.4","25","0.1"
"","Tripura","242","0","4.7","4.3","-1.1","85","0.0"
