"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","1.8","0.1","79.4","20.5"
"SR GRID","0.0","0.0","0.0","1.7","0.0","63.6","36.4"
