"Share of RES in total generation (%)","5.61","6.35","23.09","0.27","0.08","9.06"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","28.20","10.53","32.95","12.49","34.80","20.61"
