"","NR","WR","SR","ER","NER"
"Schedule(MU)","54.4","-37.5","46.0","-60.2","-1.1"
"Actual(MU)","67.6","-56.9","53.8","-65.3","-1.7"
"O/D/U/D(MU)","13.2","-19.4","7.8","-5.1","-0.6"
