"Share of RES in total generation (%)","7.88","5.89","18.30","0.22","0.11","8.33"
"Share of Non-fossil fuel (Hydro, Nuclear and RES) in total generation (%)","34.90","11.06","30.42","9.74","13.24","20.48"
