"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","655","1209","589","465","11","2928"
"Hydro","215","18","46","80","21","381"
"Nuclear","31","30","45","0","0","105"
"Gas, Naptha & Diesel","39","57","18","0","23","137"
"RES (Wind, Solar, Biomass & Others)","56","120","224","1","0","401"
"Total","996","1433","922","546","55","3952"
