"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","3.3","5.2","3.3","84.2","12.5"
"SR GRID","0.1","0.6","8.1","10.7","8.8","87.5","3.7"
