"","NR","WR","SR","ER","NER","All India"
"Coal","485","1261","543","458","12","2759"
"Lignite","28","17","51","0","0","96"
"Hydro","132","53","82","31","3","301"
"Nuclear","24","35","24","0","0","84"
"Gas, Naptha & Diesel","36","39","17","0","23","115"
"RES (Wind, Solar, Biomass & Others)","88","89","197","2","0","376"
"Total","792","1494","915","491","38","3730"
