"","NR","WR","SR","ER","NER"
"Schedule(MU)","115.8","-95.9","30.6","-59.1","5.4"
"Actual(MU)","105.7","-97.7","25.1","-49.4","6.2"
"O/D/U/D(MU)","-10.1","-1.8","-5.5","9.7","0.8"
