"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4941","50","90.7","31.4","0.2","189"
"","Haryana","5717","103","106.7","56.5","-1.1","234"
"","Rajasthan","9488","0","195.5","74.3","-1.9","49"
"","Delhi","3805","0","67.7","46.7","-1.3","713"
"","UP","10950","1780","241.9","95.6","-2.1","229"
"","Uttarakhand","1718","40","34.5","25.9","0.3","161"
"","HP","1306","0","25.0","20.6","-0.1","90"
"","J&K","2173","100","41.1","32.8","2.5","303"
"","Chandigarh","221","0","3.9","3.2","0.7","63"
"WR","Chhattisgarh","2912","207","62.3","15.5","3.9","344"
"","Gujarat","10856","0","231.3","38.5","-0.1","365"
"","MP","8668","8","170.4","93.2","-3.1","362"
"","Maharashtra","17523","477","360.2","115.5","1.2","405"
"","Goa","380","0","7.7","7.3","-0.2","51"
"","DD","241","0","5.8","5.8","0.0","54"
"","DNH","646","1","15.0","14.8","0.2","59"
"","Essar steel","423","0","8.8","8.8","0.0","40"
"SR","Andhra Pradesh","11158","0","259.5","88.6","4.4","386"
"","Karnataka","8581","400","182.0","18.0","0.7","282"
"","Kerala","3296","150","60.7","36.0","3.4","328"
"","Tamil Nadu","10313","630","217.0","71.2","3.8","464"
"","Pondy","231","0","4.2","5.2","-1.0","0"
"ER","Bihar","2059","100","43.7","39.1","1.2","225"
"","DVC","2561","150","57.7","-17.6","-1.1","350"
"","Jharkhand","1000","0","22.2","11.4","-1.1","95"
"","Odisha","3576","0","65.3","11.0","2.3","350"
"","West Bengal","6069","0","107.3","24.2","2.7","385"
"","Sikkim","102","0","1.9","1.4","0.5","40"
"NER","Arunachal Pradesh","113","2","1.6","1.4","0.3","49"
"","Assam","990","178","19.4","12.7","1.5","248"
"","Manipur","109","13","1.6","1.8","-0.1","40"
"","Meghalaya","286","1","5.0","3.8","0.2","48"
"","Mizoram","79","1","1.2","1.1","-0.1","35"
"","Nagaland","97","3","1.6","1.5","-0.2","20"
"","Tripura","190","1","2.5","0.7","-0.4","52"
