"","NR","WR","SR","ER","NER","All India"
"Coal","429","1066","426","403","12","2337"
"Lignite","16","16","49","0","0","81"
"Hydro","136","51","112","58","12","369"
"Nuclear","28","24","55","0","0","107"
"Gas, Naptha & Diesel","28","57","16","0","24","125"
"RES (Wind, Solar, Biomass & Others)","47","39","150","2","0","238"
"Total","685","1254","807","464","47","3257"
