"","NR","WR","SR","ER","NER"
"Schedule(MU)","88.9","-82.9","40.3","-50.2","4.7"
"Actual(MU)","66.8","-75.0","40.9","-40.5","7.4"
"O/D/U/D(MU)","-22.1","7.9","0.6","9.7","2.7"
