"","NR","WR","SR","ER","NER"
"Schedule(MU)","127.7","-106.3","41.2","-63.5","1.6"
"Actual(MU)","124.5","-109.4","42.7","-58.9","2.1"
"O/D/U/D(MU)","-3.2","-3.1","1.5","4.6","0.5"
