"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","10003","0","212.0","125.5","-1.6","176"
"","Haryana","8003","0","171.2","120.5","-0.8","134"
"","Rajasthan","8397","0","188.0","50.6","0.2","367"
"","Delhi","5133","0","109.6","81.0","-2.6","790"
"","UP","12219","1450","273.6","131.8","2.1","572"
"","Uttarakhand","1756","0","37.9","19.8","0.7","188"
"","HP","1206","0","25.6","2.6","-1.1","0"
"","J&K","1397","100","27.3","16.5","-1.1","133"
"","Chandigarh","318","0","6.1","5.7","0.5","63"
"WR","Chhattisgarh","2749","182","61.3","12.1","-0.6","215"
"","Gujarat","13400","38","293.0","33.0","-2.8","244"
"","MP","6530","27","145.9","82.5","-1.0","303"
"","Maharashtra","17826","655","403.1","119.3","5.7","686"
"","Goa","384","1","8.6","7.0","1.3","107"
"","DD","281","1","6.0","6.0","0.0","36"
"","DNH","673","2","11.0","15.1","-4.1","60"
"","Essar steel","459","2","9.6","10.3","-0.7","11"
"SR","Andhra Pradesh","5449","400","125.3","18.7","5.0","392"
"","Telangana","5338","800","116.0","61.5","2.6","361"
"","Karnataka","7692","355","173.3","32.8","0.8","533"
"","Kerala","3332","270","64.0","33.5","1.9","280"
"","Tamil Nadu","13405","0","278.7","89.8","1.2","532"
"","Pondy","335","0","7.3","7.1","0.2","35"
"ER","Bihar","2313","200","43.4","41.1","-0.1","160"
"","DVC","2421","70","52.7","-17.1","-1.7","120"
"","Jharkhand","862","0","17.6","8.4","-1.8","70"
"","Odisha","3577","300","73.6","15.0","3.1","490"
"","West Bengal","7004","7","137.3","41.5","3.6","360"
"","Sikkim","80","0","1.4","1.0","0.4","24"
"NER","Arunachal Pradesh","99","5","1.7","1.7","-0.1","13"
"","Assam","1139","237","25.1","15.0","4.1","180"
"","Manipur","116","15","1.5","2.2","-0.7","29"
"","Meghalaya","289","27","3.7","1.3","-1.2","101"
"","Mizoram","74","7","1.2","1.2","-0.2","15"
"","Nagaland","94","6","1.6","1.4","0.0","42"
"","Tripura","230","52","3.0","1.2","-0.5","48"
