"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5514","0","111.0","38.0","-0.3","116","0.0"
"","Haryana","6477","0","125.7","66.7","1.4","176","0.1"
"","Rajasthan","11148","471","206.2","75.0","1.5","335","1.2"
"","Delhi","3794","0","65.2","51.7","0.1","247","0.0"
"","UP","14488","400","298.9","105.6","0.0","334","0.0"
"","Uttarakhand","1996","0","35.7","27.6","0.1","131","0.0"
"","HP","1523","0","27.8","22.6","1.5","217","0.0"
"","J&K","2270","568","44.9","41.9","-0.8","170","10.6"
"","Chandigarh","212","0","3.4","3.1","0.3","38","0.0"
"WR","Chhattisgarh","3346","0","75.7","18.2","-1.1","276","0.0"
"","Gujarat","13478","0","292.1","121.9","4.7","718","0.0"
"","MP","11101","0","208.0","113.0","-3.6","439","0.0"
"","Maharashtra","20658","0","427.7","132.9","0.0","296","0.0"
"","Goa","425","0","9.3","8.5","0.2","45","0.0"
"","DD","330","0","7.3","6.9","0.4","58","0.0"
"","DNH","760","0","17.8","17.2","0.6","58","0.0"
"","Essar steel","489","0","9.9","9.5","0.4","194","0.0"
"SR","Andhra Pradesh","8650","0","168.4","58.3","2.0","861","0.2"
"","Telangana","9444","0","183.0","76.0","1.1","551","0.2"
"","Karnataka","10020","0","210.3","99.5","-2.1","321","0.3"
"","Kerala","3461","0","68.3","55.9","1.3","237","0.1"
"","Tamil Nadu","14120","0","293.3","177.2","0.2","439","0.4"
"","Pondy","332","0","6.8","7.2","-0.4","24","0.0"
"ER","Bihar","3553","0","67.4","63.9","-2.4","300","0.0"
"","DVC","3109","0","69.1","-40.2","-2.1","100","0.0"
"","Jharkhand","1177","0","24.0","14.2","0.0","70","0.0"
"","Odisha","4445","0","81.5","25.8","3.1","450","0.0"
"","West Bengal","6909","0","119.4","20.7","1.0","350","0.0"
"","Sikkim","105","0","1.4","1.5","-0.1","25","0.0"
"NER","Arunachal Pradesh","108","10","2.4","2.0","0.4","44","0.0"
"","Assam","1416","34","23.7","19.9","1.0","104","0.4"
"","Manipur","179","8","2.5","2.7","-0.3","17","0.0"
"","Meghalaya","330","0","5.7","3.9","-0.1","38","0.0"
"","Mizoram","88","4","1.7","1.0","-0.1","24","0.0"
"","Nagaland","105","5","2.3","2.1","0.1","40","0.0"
"","Tripura","222","0","4.2","2.3","0.6","43","0.0"
