"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","0.24","15.73","15.97","68.08","15.95"
"SR GRID","0.00","0.00","0.20","15.70","16.00","68.10","15.90"
