"","NR","WR","SR","ER","NER","All India"
"Coal","499","1192","528","452","12","2683"
"Lignite","20","15","48","0","0","82"
"Hydro","124","45","85","36","5","295"
"Nuclear","23","33","40","0","0","96"
"Gas, Naptha & Diesel","26","39","18","0","20","103"
"RES (Wind, Solar, Biomass & Others)","69","80","155","1","0","305"
"Total","762","1403","873","489","38","3565"
