"","NR","WR","SR","ER","NER","TOTAL"
"Schedule(MU)","171.8","-252.2","125.8","-47.2","0.7","-1.0"
"Actual(MU)","162.4","-258.3","148.4","-52.8","5.8","5.6"
"O/D/U/D(MU)","-9.4","-6.1","22.6","-5.6","5.1","6.7"
