"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 1900 hrs; from RLDCs)","48189","49425","45732","19450","2620","165416"
"Peak Shortage (MW)","701","0","0","0","44","745"
"Energy Met (MU)","1015","1231","1075","440","47","3809"
"Hydro Gen (MU)","199","39","81","54","3","375"
"Wind Gen (MU)","19","57","36","----------","----------","113"
"Solar Gen (MU)*","23.48","25.5","86.99","2.05","0.05","138"
"Energy Shortage (MU)","12.4","0.1","0.0","0.0","0.3","12.7"
"Maximum Demand Met during the day (MW) & time (from NLDC SCADA)","48243","54791","47693","20159","2641","167791"
"","19:51","14:54","15:25","23:06","18:21","22:42"
