"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5589","0","118.0","27.0","0.5","115","0.0"
"","Haryana","6771","0","124.8","70.1","1.9","245","0.7"
"","Rajasthan","10534","706","206.5","67.0","3.4","392","0.9"
"","Delhi","3398","0","65.2","49.2","-0.4","152","0.0"
"","UP","14357","470","295.5","107.6","-0.1","445","0.0"
"","Uttarakhand","1844","0","34.0","25.9","0.0","79","0.0"
"","HP","1490","0","26.2","21.4","0.4","85","0.0"
"","J&K","2033","548","43.4","40.4","-1.2","128","9.2"
"","Chandigarh","190","0","3.1","3.2","-0.1","14","0.0"
"WR","Chhattisgarh","3585","0","77.5","17.9","-2.4","83","0.0"
"","Gujarat","14644","0","325.1","126.2","3.4","521","0.0"
"","MP","9719","0","198.3","110.0","-1.5","215","0.0"
"","Maharashtra","21641","0","452.7","144.6","1.7","325","0.0"
"","Goa","417","0","8.8","8.9","-0.7","32","0.0"
"","DD","334","0","7.5","7.0","0.5","79","0.0"
"","DNH","766","0","17.9","17.0","0.9","64","0.0"
"","Essar steel","485","0","10.3","10.3","-0.1","223","0.0"
"SR","Andhra Pradesh","8763","0","173.0","44.4","-0.6","482","0.0"
"","Telangana","10014","0","211.6","98.3","-0.3","275","0.0"
"","Karnataka","10087","0","220.9","83.5","-3.3","445","0.0"
"","Kerala","3664","0","74.0","49.7","1.3","215","0.0"
"","Tamil Nadu","14538","0","314.7","153.3","-0.3","675","0.0"
"","Pondy","350","0","7.4","7.7","-0.3","36","0.0"
"ER","Bihar","4188","0","70.0","63.2","-0.6","150","0.0"
"","DVC","3042","0","67.7","-49.9","-1.5","360","0.0"
"","Jharkhand","1147","0","22.3","15.4","1.4","100","0.0"
"","Odisha","4167","0","77.4","32.0","1.6","285","0.0"
"","West Bengal","7254","0","134.1","18.1","2.7","300","0.0"
"","Sikkim","107","0","1.8","1.6","0.2","15","0.0"
"NER","Arunachal Pradesh","122","4","2.3","1.7","0.5","59","0.0"
"","Assam","1339","74","22.0","17.6","1.7","146","0.5"
"","Manipur","178","3","2.4","2.6","-0.2","22","0.0"
"","Meghalaya","279","7","5.1","3.4","-0.2","57","0.0"
"","Mizoram","83","3","1.5","1.1","0.4","34","0.0"
"","Nagaland","133","3","2.1","1.9","0.0","40","0.0"
"","Tripura","229","2","3.4","2.3","0.0","26","0.0"
