"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6965","0","150.3","102.4","-0.1","248","0.0"
"","Haryana","7640","0","135.5","90.5","-2.4","399","0.0"
"","Rajasthan","8349","128","179.8","72.1","4.2","846","3.3"
"","Delhi","5076","0","98.0","81.9","-2.2","210","1.5"
"","UP","16734","0","346.0","143.2","-0.8","412","0.0"
"","Uttarakhand","1875","0","34.9","17.6","-2.4","76","0.0"
"","HP","1204","0","23.9","1.6","2.2","320","0.0"
"","J&K","1906","477","37.5","13.1","1.0","210","8.8"
"","Chandigarh","254","0","4.9","5.7","-0.8","0","0.0"
"WR","Chhattisgarh","3446","0","81.8","17.0","-0.8","206","0.0"
"","Gujarat","14073","0","312.1","82.2","-0.7","494","0.0"
"","MP","7952","0","178.6","96.5","-1.7","259","0.0"
"","Maharashtra","20247","0","463.7","137.8","-1.9","705","0.0"
"","Goa","449","0","9.8","8.7","0.7","93","0.0"
"","DD","290","0","6.6","6.6","0.0","28","0.0"
"","DNH","731","0","16.4","17.1","-0.7","-3","0.0"
"","Essar steel","472","0","9.6","8.6","1.1","238","0.0"
"SR","Andhra Pradesh","7508","0","160.5","31.8","3.5","563","0.0"
"","Telangana","6534","0","141.2","61.8","-3.8","342","0.0"
"","Karnataka","7359","0","156.4","62.8","3.9","540","0.0"
"","Kerala","3473","0","74.5","55.0","0.9","358","0.0"
"","Tamil Nadu","13111","0","290.0","135.8","1.5","838","0.0"
"","Pondy","352","0","7.6","8.0","-0.4","99","0.0"
"ER","Bihar","3960","0","82.7","76.3","2.9","150","0.0"
"","DVC","2762","0","62.5","-39.7","-2.9","200","0.0"
"","Jharkhand","1216","0","22.8","18.8","-1.2","85","0.0"
"","Odisha","4169","0","79.2","28.1","-1.7","220","0.0"
"","West Bengal","7659","0","131.9","31.0","-0.1","225","0.0"
"","Sikkim","61","0","0.7","1.1","-0.3","12","0.0"
"NER","Arunachal Pradesh","97","0","1.8","1.8","0.0","23","0.0"
"","Assam","1495","9","23.9","19.3","1.2","202","0.5"
"","Manipur","136","1","2.4","2.1","0.2","11","0.0"
"","Meghalaya","230","0","3.6","3.1","-0.4","14","0.0"
"","Mizoram","75","2","1.2","1.2","-0.1","13","0.0"
"","Nagaland","107","2","2.4","2.2","0.1","0","0.0"
"","Tripura","248","3","4.0","3.1","0.0","25","0.1"
