"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","2.1","6.4","2.1","87.6","10.3"
"SR GRID","0.0","0.1","0.8","6.2","0.9","94.0","5.1"
