"","NR","WR","SR","ER","NER"
"Schedule(MU)","47.4","-9.2","43.9","-93.7","6.4"
"Actual(MU)","56.8","-19.2","44.0","-93.6","8.8"
"O/D/U/D(MU)","9.4","-10.0","0.1","0.1","2.4"
