"","NR","WR","SR","ER","NER"
"Schedule(MU)","122.5","-66.8","35.4","-94.7","5.0"
"Actual(MU)","128.3","-74.6","34.9","-91.0","3.2"
"O/D/U/D(MU)","5.8","-7.8","-0.5","3.7","-1.8"
