"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0","0","3.6","8.4","3.6","90.0","6.4"
"SR GRID","0","0.6","14.4","33.3","15.0","83.8","1.3"
