"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","1.10","5.33","21.18","27.63","58.02","14.35"
"SR GRID","0.00","1.10","5.33","21.18","27.63","58.02","B. Frequency Profile (%)14.35"
