"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.00","1.41","7.21","8.72","64.26","27.03"
"SR GRID","0.00","0.00","1.41","7.21","8.72","64.26","B. Frequency Profile (%)27.03"
