"","NR","WR","SR","ER","NER"
"Schedule(MU)","87.0","-80.8","42.2","-55.6","3.4"
"Actual(MU)","67.7","-67.5","41.7","-49.6","6.2"
"O/D/U/D(MU)","-19.3","13.3","-0.5","6.0","2.8"
