"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW)","38391","41541","36259","17553","2111","135855"
"Peak Shortage (MW)","1034","219","662","272","180","2367"
"Energy Met (MU)","839","1007","886","348","36","3115"
"Hydro Gen(MU)","111","26","54","16","5","212"
"Wind Gen(MU)","3","16","10","----------","----------","29"
