"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","648","1214","565","360","4","2792"
"Hydro","239","39","84","97","22","482"
"Nuclear","23","27","29","0","0","79"
"Gas, Naptha & Diesel","42","79","25","0","24","170"
"RES (Wind, Solar, Biomass & Others)","56","34","125","1","0","216"
"Total","1008","1394","828","459","50","3739"
