"","NR","WR","SR","ER","NER","All India"
"Coal","427","1275","555","464","11","2732"
"Lignite","22","9","48","0","0","78"
"Hydro","135","48","109","28","7","327"
"Nuclear","19","37","45","0","0","101"
"Gas, Naptha & Diesel","30","71","17","0","15","134"
"RES (Wind, Solar, Biomass & Others)","79","61","173","1","0","314"
"Total","713","1500","946","493","33","3685"
