"","NR","WR","SR","ER","NER","Total"
"Demand Met during Evening Peak hrs(MW) (at 2000 hrs; from RLDCs)","43639","47341","36142","19843","2256","149221"
"Peak Shortage (MW)","535","81","0","0","172","788"
"Energy Met (MU)","889","1142","882","380","36","3330"
"Hydro Gen(MU)","216","47","49","53","11","376"
"Wind Gen(MU)","14","70","46","----------","----------","130"
"Solar Gen (MU)*","17.08","21.66","52.95","0.77","0.02","92"
"Energy Shortage (MU)","9.4","0.0","0.0","0.0","1.5","10.9"
"Maximum Demand Met during the day (MW) (from NLDC SCADA)","45040","51252","41606","20406","2266","151335"
