"","NR","WR","SR","ER","NER"
"Schedule(MU)","112.8","-87.0","47.8","-79.3","6.0"
"Actual(MU)","116.2","-94.9","49.8","-78.5","8.6"
"O/D/U/D(MU)","3.4","-7.9","2.0","0.8","2.6"
