"","NR","WR","SR","ER","NER"
"Schedule(MU)","105.9","-72.8","42.1","-83.8","6.9"
"Actual(MU)","101.9","-70.1","42.8","-80.0","4.3"
"O/D/U/D(MU)","-4.0","2.7","0.7","3.8","-2.6"
