"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","645","1232","622","448","9","2956"
"Hydro","227","34","57","87","22","427"
"Nuclear","26","17","40","0","0","84"
"Gas, Naptha & Diesel","37","49","19","0","22","127"
"RES (Wind, Solar, Biomass & Others)","40","110","111","1","0","263"
"Total","977","1442","848","536","54","3857"
