"Region","FVI","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.043","0.00","0.16","8.48","8.65","75.71","15.65"
"SR GRID","0.043","0.00","0.16","8.48","8.65","75.71","15.65"
