"","NR","WR","SR","ER","NER"
"Schedule(MU)","120.0","-93.6","20.0","-55.5","5.7"
"Actual(MU)","111.1","-92.2","21.5","-49.4","5.7"
"O/D/U/D(MU)","-8.9","1.4","1.5","6.1","0.0"
