"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4528","0","88.4","35.7","2.0","507"
"","Haryana","5042","0","93.0","60.2","-2.1","270"
"","Rajasthan","9270","0","187.7","85.7","-1.7","208"
"","Delhi","3560","0","60.1","41.8","-1.6","224"
"","UP","10003","1095","223.4","86.1","-1.3","431"
"","Uttarakhand","1697","40","31.7","21.6","1.2","221"
"","HP","1113","42","21.0","16.6","-0.8","32"
"","J&K","1872","100","38.9","33.7","-1.0","140"
"","Chandigarh","197","0","3.3","3.1","0.2","24"
"WR","Chhattisgarh","2835","24","55.5","12.0","-3.7","215"
"","Gujarat","10613","13","227.6","50.8","-0.7","763"
"","MP","7641","2","153.0","79.1","-0.5","423"
"","Maharashtra","17084","91","352.1","108.1","6.8","820"
"","Goa","339","0","6.8","6.9","-0.8","32"
"","DD","250","0","6.0","5.7","0.4","10"
"","DNH","591","0","14.1","14.2","-0.1","39"
"","Essar steel","408","0","9.0","8.3","0.2","26"
"SR","Andhra Pradesh","12377","300","262.7","92.4","3.9","443"
"","Karnataka","8462","300","181.4","20.1","2.0","324"
"","Kerala","3117","150","56.8","24.5","2.6","356"
"","Tamil Nadu","11114","690","248.1","86.2","0.2","382"
"","Pondy","322","0","5.7","6.0","-0.3","44"
"ER","Bihar","2045","0","41.7","39.4","2.3","185"
"","DVC","2430","0","55.5","-16.8","-0.6","365"
"","Jharkhand","983","0","20.2","11.1","-1.4","85"
"","Odisha","3236","0","62.8","11.7","-0.2","385"
"","West Bengal","5248","0","88.5","12.2","2.4","402"
"","Sikkim","104","0","1.5","1.3","0.2","55"
"NER","Arunachal Pradesh","111","9","1.7","1.5","0.2","42"
"","Assam","940","174","18.0","12.4","0.8","187"
"","Manipur","105","10","1.6","1.7","-0.1","26"
"","Meghalaya","278","7","5.0","3.6","0.7","82"
"","Mizoram","68","8","1.1","1.0","-0.2","21"
"","Nagaland","100","1","1.5","1.6","-0.4","20"
"","Tripura","170","2","2.7","0.5","-0.3","22"
