"","NR","WR","SR","ER","NER"
"Schedule(MU)","120.4","-95.5","47.8","-72.0","-1.3"
"Actual(MU)","119.5","-108.0","55.1","-69.0","0.7"
"O/D/U/D(MU)","-0.9","-12.5","7.3","3.0","2.0"
