"","NR","WR","SR","ER","NER","All India"
"Coal","497","924","418","405","10","2254"
"Lignite","20","11","43","0","0","74"
"Hydro","268","117","155","134","21","695"
"Nuclear","28","27","60","0","0","115"
"Gas, Naptha & Diesel","37","55","15","0","27","135"
"RES (Wind, Solar, Biomass & Others)","46","71","118","2","0","237"
"Total","894","1206","811","541","59","3511"
