"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5393","0","104.8","58.4","1.0","173"
"","Haryana","6365","0","121.3","81.5","-0.1","176"
"","Rajasthan","10059","0","211.7","63.4","2.1","344"
"","Delhi","3398","0","59.0","45.1","0.0","261"
"","UP","10726","885","256.0","109.3","1.1","494"
"","Uttarakhand","1648","0","35.1","24.4","1.0","207"
"","HP","1412","0","25.5","22.2","0.4","116"
"","J&K","2037","509","43.5","38.1","0.0","121"
"","Chandigarh","207","0","3.6","3.4","0.3","20"
"WR","Chhattisgarh","3480","96","82.0","34.3","-0.1","117"
"","Gujarat","12557","0","275.9","49.9","3.0","819"
"","MP","9387","0","189.8","115.0","-2.8","429"
"","Maharashtra","18701","6","397.2","108.3","4.6","583"
"","Goa","420","0","8.4","7.6","0.4","42"
"","DD","293","0","6.6","6.2","0.4","29"
"","DNH","714","0","16.2","16.4","-0.2","24"
"","Essar steel","392","0","8.0","8.0","0.0","139"
"SR","Andhra Pradesh","7000","0","143.0","17.0","-4.0","1182"
"","Telangana","6124","0","136.1","88.7","1.8","295"
"","Karnataka","9224","0","197.7","48.9","1.5","428"
"","Kerala","3472","0","66.0","50.8","1.4","202"
"","Tamil Nadu","13458","0","292.9","142.3","2.6","450"
"","Pondy","292","0","6.2","6.4","-0.2","27"
"ER","Bihar","3148","200","62.6","57.8","2.5","0"
"","DVC","2650","0","58.1","-18.5","0.6","0"
"","Jharkhand","926","0","20.3","10.6","0.0","0"
"","Odisha","3243","0","60.7","22.8","2.4","0"
"","West Bengal","7018","0","130.7","28.7","3.7","0"
"","Sikkim","104","0","1.8","1.4","0.4","0"
"NER","Arunachal Pradesh","119","2","2.1","1.6","0.5","48"
"","Assam","1299","32","22.0","15.2","2.0","178"
"","Manipur","152","2","2.4","2.4","0.0","31"
"","Meghalaya","335","1","5.6","4.9","-0.2","48"
"","Mizoram","87","1","1.4","1.1","0.3","33"
"","Nagaland","107","3","2.1","1.6","0.4","26"
"","Tripura","219","1","3.0","0.4","0.7","60"
