"Region","<49.2","49.2-49.5","49.5-49.7","49.7-49.8","<49.7","49.7-50.2","> 50.2"
"NEW GRID","0.0","0.0","0.1","1.3","0.1","81.3","18.6"
"SR GRID","0.0","0.0","8.7","30.8","8.7","89.9","1.4"
