"Region","<49.2","<49.7","49.7-49.8","49.8-49.9","<49.9","49.9-50.05","> 50.05"
"NEW GRID","0.00","0.53","3.77","19.10","23.40","65.83","10.76"
"SR GRID","0.00","0.53","3.77","19.10","23.40","65.83","B. Frequency Profile (%)10.76"
