"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5471","0","104.8","57.0","1.0","227"
"","Haryana","6527","0","121.5","76.0","0.7","320"
"","Rajasthan","10412","0","217.3","70.5","3.9","362"
"","Delhi","3637","0","61.9","48.2","-0.1","237"
"","UP","10664","1505","241.9","103.5","0.8","277"
"","Uttarakhand","1915","0","34.8","22.1","2.7","226"
"","HP","1425","0","25.4","21.9","0.3","85"
"","J&K","2065","516","44.4","38.6","0.6","138"
"","Chandigarh","214","0","3.7","3.5","0.3","27"
"WR","Chhattisgarh","3484","96","78.9","27.7","-1.4","174"
"","Gujarat","12470","0","276.1","59.0","0.6","623"
"","MP","10245","0","202.6","115.5","-1.2","332"
"","Maharashtra","19000","8","395.9","98.1","1.9","465"
"","Goa","439","0","8.5","7.5","0.7","61"
"","DD","300","0","6.6","6.3","0.3","44"
"","DNH","704","0","16.3","16.5","-0.2","3"
"","Essar steel","332","0","6.7","7.7","-1.0","136"
"SR","Andhra Pradesh","7050","0","146.4","11.4","0.9","478"
"","Telangana","6250","0","139.5","86.0","2.2","252"
"","Karnataka","9354","400","190.6","49.8","2.9","472"
"","Kerala","3517","0","75.8","50.3","1.3","107"
"","Tamil Nadu","13456","0","288.9","140.5","4.0","430"
"","Pondy","296","0","6.4","6.4","0.0","30"
"ER","Bihar","3367","0","62.5","63.8","-3.6","120"
"","DVC","2717","0","59.0","-22.5","-0.5","80"
"","Jharkhand","1175","0","21.1","11.7","-0.7","220"
"","Odisha","3380","0","60.1","20.6","2.6","250"
"","West Bengal","6913","0","120.4","25.3","2.0","260"
"","Sikkim","111","0","1.8","1.3","0.5","30"
"NER","Arunachal Pradesh","111","1","2.0","1.8","0.2","34"
"","Assam","1331","26","21.0","15.4","1.2","204"
"","Manipur","152","5","2.1","2.6","-0.5","38"
"","Meghalaya","339","2","5.6","5.4","-0.4","35"
"","Mizoram","80","2","1.4","1.2","0.1","29"
"","Nagaland","115","3","2.2","1.8","0.4","39"
"","Tripura","212","2","3.2","0.5","0.4","34"
