"","NR","WR","SR","ER","NER","All India"
"Thermal (Coal & Lignite)","684","1214","612","460","11","2980"
"Hydro","211","25","47","86","24","394"
"Nuclear","27","29","36","0","0","92"
"Gas, Naptha & Diesel","40","59","19","0","24","141"
"RES (Wind, Solar, Biomass & Others)","44","125","153","1","0","324"
"Total","1006","1452","868","547","58","3931"
